Player_ID,Player_Name,Gender,Age,Country,Team,Position,Sport_Type,Match_ID,Tournament,Match_Date,Opponent_Team,Venue,City,Score,Assists,Goals,Wickets,Minutes_Played,Rating,Match_Fee,Bonus,Sponsorship_Amount,Ticket_Sales,Fan_ID,Ticket_Type,Payment_Mode,Feedback_Score,Coach_Name,Win_Status,Weather
P7132,Mike,Male,17,Brazil,Team B,Bowler,Basketball,M25241,Friendly,2021-05-11,Team E,Stadium 1,London,117,0.0,1,0,98.0,6.12,2595.7,1781.35,8755.33,7784.04,F23210,VVIP,Online,1,Brown,Lose,Cloudy
P7029,Sara,Other,33,USA,Team E,Goalkeeper,Tennis,M17354,World Cup,2021-05-12,Team E,Ground 3,Delhi,79,1.0,4,0,96.0,7.33,3515.12,1140.84,9574.98,3522.68,F63216,Regular,online,3,Smith,Draw,Rainy
P4654,Priya,Other,25,Brazil,Team D,Bowler,Football,M46192,League,2021-05-12,Team B,Ground 3,New York,57,8.0,1,3,,6.98,2960.31,679.59,8447.98,2265.26,F90411,Regular,upi,2,Lee,Lose,Rainy
P1096,Mike,Female,29,Australia,Team D,Defender,Yootball,M78202,Friendly,2021-05-13,Team C,Arena 2,Berlin,8,8.0,0,0,72.0,5.29,2385.41,1769.16,3269.05,3117.94,F24519,VIP,online,2,Smith,Lose,Cloudy
P5223,David,Female,28,Germany,Team B,Defender,Tennis,M86178,Championship,2021-05-13,Team A,Arena 2,Berlin,140,,2,2,77.0,3.95,4816.08,102.77,6582.47,8137.69,F86706,VIP,Online,1,Brown,Lose,Rainy
P3655,Sara,Other,18,South Africa,Team D,Forward,Football,M25858,Championship,2021-05-13,Team B,Court 4,Berlin,15,4.0,4,0,42.0,7.55,2298.54,1741.67,2340.61,3853.01,F27158,Regular,online,2,Patel,Win,Sunny
P1582,Liu,Other,21,UK,Team E,Forward,Tennis,M41068,Championship,2021-05-13,Team E,Court 4,London,29,2.0,3,1,44.0,4.17,1999.62,1702.99,4318.94,1820.75,F42961,VVIP,online,1,Anderson,Lose,Rainy
P5913,John,Female,26,South Africa,Team A,Forward,Basketball,M29784,World Cup,2021-05-15,Team A,Court 4,Delhi,72,,4,3,,6.1,3204.57,1032.71,7271.89,6088.42,F59035,VVIP,upi,4,Lee,Win,Cloudy
P1701,John,Other,17,South Africa,Team C,Batsman,Tennis,M24957,League,2021-05-15,Team A,Ground 3,Sydney,55,3.0,3,0,63.0,3.01,4998.02,1930.23,1642.3,8523.05,F38201,VVIP,online,4,Smith,Lose,Windy
P3876,Sara,Female,15,australia,Team D,Batsman,Football,M11110,League,2021-05-16,Team C,Stadium 1,New York,51,7.0,0,0,53.0,4.47,2502.94,1696.0,1238.57,7641.46,F98992,VVIP,upi,2,Rahul,Draw,Rainy
P6804,John,Other,44,South Africa,Team B,Goalkeeper,Tennis,M13122,World Cup,2021-05-16,Team B,Stadium 1,Delhi,125,4.0,4,2,85.0,1.31,1680.27,1812.03,5307.64,7622.57,F12055,VIP,cash,5,Smith,Lose,Rainy
P3502,Sara,Female,41,Brazil,Team D,Forward,Tennis,M93179,Friendly,2021-05-18,Team E,Court 4,New York,45,5.0,3,2,89.0,8.23,4533.24,524.5,5662.25,5576.49,F27868,VVIP,cash,2,Smith,Lose,Cloudy
P7383,Sara,Male,42,Australia,Team E,Bowler,Tennis,M84198,World Cup,2021-05-18,Team E,Ground 3,Berlin,16,,0,3,13.0,8.4,4758.29,505.43,9696.18,1954.86,F91896,Regular,online,3,Smith,Draw,Cloudy
P6175,Carlos,Female,35,Ysa,Team B,Defender,Cricket,M60193,League,2021-05-18,Team C,Arena 2,Berlin,58,2.0,4,3,104.0,4.93,3099.63,1934.69,4700.98,1956.42,F48644,VVIP,upi,4,Brown,Lose,Windy
P8190,Maria,Male,24,Brazil,Team B,Batsman,Basketball,M77712,Friendly,2021-05-18,Team C,Ground 3,London,81,2.0,2,3,27.0,3.09,859.4,274.85,5366.9,302.68,F18003,VIP,upi,2,Smith,Lose,Cloudy
P8206,John,Female,23,South Africa,Team C,Bowler,Football,M19133,Championship,2021-05-19,Team E,Court 4,New York,141,8.0,1,0,86.0,4.02,1683.19,541.41,8802.76,204.0,F23956,VIP,cash,3,Brown,Lose,Sunny
P2435,David,Other,31,India,Team C,Bowler,Tennis,M63166,Friendly,2021-05-20,Team D,Arena 2,Delhi,24,3.0,0,1,99.0,7.9,2180.29,1444.33,1367.38,6067.24,F87485,VVIP,online,4,Brown,Lose,Cloudy
P3185,Liu,Yemale,39,Australia,Team A,Goalkeeper,Football,M61531,World Cup,2021-05-20,Team A,Stadium 1,Sydney,42,0.0,2,3,115.0,4.21,880.19,1599.06,9488.74,334.41,F42249,VIP,cash,1,Anderson,Draw,Sunny
P9948,Mike,Other,36,Australia,Team B,Bowler,Basketball,M82824,Friendly,2021-05-20,Team B,Ground 3,New York,37,0.0,2,1,88.0,8.32,2791.46,1319.07,9754.68,8044.2,F18856,VVIP,online,5,Anderson,Draw,Sunny
P1666,Sara,Female,35,South Africa,Team A,Forward,Cricket,M59009,World Cup,2021-05-21,Team D,Ground 3,Sydney,101,6.0,1,1,,5.84,3712.33,429.14,6819.26,7600.01,F92182,Regular,upi,5,Brown,Win,Rainy
P2168,John,Male,19,USA,Team D,Batsman,Yennis,M56322,League,2021-05-21,Team E,Ground 3,Sydney,123,1.0,1,0,36.0,5.59,2354.7,822.51,7371.09,1807.44,F33253,VVIP,online,5,Brown,Xose,Windy
P7255,Liu,Male,40,USA,Team B,Goalkeeper,Cricket,M11358,Friendly,2021-05-21,Team E,Ground 3,New York,90,7.0,4,0,116.0,6.33,1736.71,1997.24,8320.53,6296.94,F18835,Regular,upi,4,Brown,Lose,
P9446,Maria,Female,26,USA,Team D,Goalkeeper,Cricket,M38109,World Cup,2021-05-22,Team B,Stadium 1,Berlin,30,5.0,3,1,89.0,7.96,3604.55,1555.11,2622.42,5518.54,F47985,VVIP,upi,3,Brown,Draw,Cloudy
P8354,Liu,Female,44,South Africa,Team C,Batsman,Cricket,M81808,World Cup,2021-05-22,Team A,Court 4,Delhi,58,6.0,0,1,67.0,8.72,3223.2,525.51,8977.92,2132.95,F31326,Regular,online,5,Anderson,Lose,Cloudy
P8803,Sara,Male,22,India,Team E,Defender,Basketball,M66946,League,2021-05-22,Team D,Ground 3,Berlin,80,0.0,1,2,114.0,9.65,3419.14,288.77,3920.6,5690.24,F88704,VIP,upi,5,Rahul,Win,Cloudy
P5965,David,Female,17,UK,Team C,Forward,Football,M68551,Friendly,2021-05-22,Team A,Arena 2,Sydney,25,2.0,0,1,,4.4,727.25,577.22,8469.6,1288.94,F63280,VVIP,cash,1,Rahul,Draw,Sunny
P9312,Maria,Female,16,South Africa,Team A,Batsman,Tennis,M73179,World Cup,2021-05-22,Team E,Court 4,Delhi,66,1.0,0,4,14.0,9.04,4329.02,48.04,6997.78,7585.18,F69893,VIP,Online,4,Anderson,Lose,Windy
P5304,Liu,Female,36,India,Team E,Batsman,Cricket,M93359,Friendly,2021-05-23,Team A,Court 4,Berlin,22,0.0,4,2,37.0,4.68,3036.48,222.27,2112.74,924.32,F44367,VIP,online,3,Patel,Lose,Rainy
P7693,John,Male,34,UK,Team D,Goalkeeper,Football,M98628,Friendly,2021-05-23,Team A,Stadium 1,London,145,0.0,4,4,,2.08,1830.36,961.33,6608.83,4028.19,F66216,Regular,online,4,Smith,Lose,Rainy
P3463,Carlos,Other,28,UK,Team A,Defender,Basketball,M26711,World Cup,2021-05-24,Team E,Court 4,London,56,8.0,2,4,44.0,2.95,4229.48,539.78,3018.97,2405.83,F88932,VIP,cash,3,Anderson,Draw,Rainy
P6480,David,Other,24,UK,Team B,Bowler,Basketball,M56501,World Cup,2021-05-24,Team A,Ground 3,Sydney,13,7.0,1,0,87.0,7.38,1756.15,1504.75,4821.33,3378.36,F18255,VIP,cash,2,Lee,Win,Windy
P3571,Liu,Other,38,UK,Team A,Defender,Tennis,M39612,League,2021-05-24,Team A,Ground 3,Delhi,29,8.0,4,0,53.0,7.81,2406.72,241.56,8756.43,3040.94,F53409,Regular,upi,4,Anderson,Lose,Rainy
P1149,Mike,Other,30,South Africa,Team C,Defender,Cricket,M40301,World Cup,2021-05-25,Team D,Stadium 1,New York,119,7.0,2,1,111.0,1.93,2243.17,1413.67,5805.28,9681.55,F70488,VVIP,upi,5,Lee,Lose,Cloudy
P8699,Amit,Female,39,South Africa,Team B,Bowler,Basketball,M56740,World Cup,2021-05-25,Team B,Stadium 1,London,37,7.0,0,0,66.0,3.83,3553.2,1523.25,7693.83,8632.08,F62168,VVIP,online,1,Patel,Draw,Rainy
P8432,David,Other,15,South Africa,Team C,Defender,Basketball,M13163,World Cup,2021-05-26,Team C,Arena 2,Delhi,109,0.0,0,0,19.0,9.82,717.72,379.44,3942.57,4299.63,F55539,,online,5,Brown,Draw,Windy
P2032,Sara,Other,24,UK,Team A,Goalkeeper,Football,M31829,World Cup,2021-05-26,Team C,Ground 3,London,130,0.0,4,4,108.0,7.71,2083.17,849.1,9801.77,9370.28,F88968,VIP,cash,4,Rahul,Win,Cloudy
P2273,Mike,Other,21,Australia,Team C,Goalkeeper,Tennis,M64749,World Cup,2021-05-27,Team D,Arena 2,London,92,7.0,0,1,84.0,3.19,4170.19,530.87,8080.71,9153.16,F54032,Regular,Online,5,Lee,Draw,Rainy
P9423,Liu,Male,21,UK,Team E,Bowler,Cricket,M22662,World Cup,2021-05-27,Team B,Court 4,New York,56,1.0,4,0,101.0,7.6,4559.91,595.5,5244.99,1781.06,F84474,Regular,online,1,Brown,Win,Windy
P2263,David,Male,39,South Africa,Team D,Goalkeeper,Tennis,M80863,World Cup,2021-05-28,Team E,Court 4,Delhi,94,2.0,0,1,84.0,5.65,866.94,1478.95,8597.45,585.86,F65216,VIP,Online,4,Patel,Draw,Cloudy
P4415,Maria,Female,40,South Africa,Team E,Goalkeeper,Cricket,M65844,Championship,2021-05-28,Team D,Ground 3,Berlin,64,1.0,0,1,35.0,1.66,2126.86,1964.59,2893.36,6676.8,F84215,Regular,Online,2,Brown,Lose,Cloudy
P4625,Carlos,Other,33,Germany,Team B,Defender,Basketball,M38146,World Cup,2021-05-28,Team B,Court 4,Berlin,46,,3,4,52.0,2.34,725.92,1925.43,8652.91,554.59,F43969,VIP,online,5,Rahul,Win,Cloudy
P9842,David,Male,41,Germany,Team A,Defender,Basketball,M79911,Friendly,2021-05-28,Team D,Unspecified,New York,13,1.0,4,0,8.0,5.29,3576.92,44.55,2718.16,3580.58,F69734,VIP,online,4,Brown,Win,
P6074,Maria,Other,38,India,Team E,Forward,Cricket,M80999,World Cup,2021-05-28,Team C,Stadium 1,New York,84,3.0,1,1,14.0,7.72,4542.31,694.49,9542.26,8293.36,F57066,VIP,Online,1,Anderson,Draw,Rainy
P4349,Amit,Female,16,Germany,Team D,Forward,Football,M16136,Championship,2021-05-29,Team A,Court 4,New York,104,1.0,1,0,0.0,9.47,4670.31,160.44,4151.24,4354.6,F61090,Regular,upi,4,Smith,Lose,Sunny
P4705,Amit,Other,18,USA,Team D,Bowler,Cricket,M10548,Championship,2021-05-29,Team E,Court 4,London,113,1.0,1,0,65.0,9.89,920.89,217.61,4172.03,1661.46,F90381,Regular,upi,2,Anderson,Lose,Rainy
P5566,Mike,Male,33,South Africa,Team C,Forward,Tennis,M81788,Friendly,2021-05-30,Team C,Arena 2,London,131,7.0,0,3,11.0,9.51,4097.42,39.03,8024.76,5814.5,F26280,Regular,upi,4,Rahul,Draw,Sunny
P8231,David,Female,16,South Africa,Team D,Bowler,Football,M52001,Championship,2021-05-30,Team C,Court 4,Berlin,8,4.0,0,2,119.0,1.56,509.78,1637.77,3928.13,9412.08,F54396,VVIP,Online,3,Rahul,Lose,Windy
P7308,Carlos,Male,37,Germany,Team D,Defender,Tennis,M30253,League,2021-05-30,Team E,Stadium 1,New York,12,5.0,2,3,25.0,3.01,1949.4,315.56,5541.72,6942.83,F87328,Regular,online,5,Smith,Win,Sunny
P6262,Amit,Other,32,Australia,Team C,Forward,Football,M91721,Friendly,2021-05-31,Team C,Court 4,Sydney,55,2.0,4,1,52.0,7.96,3585.31,1686.08,1710.35,9372.26,F91969,VVIP,online,3,Brown,Lose,Sunny
P3855,John,Other,15,Australia,Team C,Goalkeeper,Cricket,M92139,Friendly,2021-05-31,Team A,Arena 2,New York,132,3.0,2,4,40.0,3.43,3438.82,539.95,8327.83,3848.18,F24213,VVIP,cash,3,Anderson,Lose,Windy
P8193,Mike,Male,20,UK,Team D,Batsman,Cricket,M51210,World Cup,2021-05-31,Team D,Arena 2,Sydney,40,9.0,0,4,28.0,3.05,2000.01,248.87,4257.87,3539.9,F84025,VIP,upi,4,Anderson,Win,Rainy
P6850,Amit,Male,41,Germany,Team C,Goalkeeper,Cricket,M41653,Championship,2021-06-01,Team C,Stadium 1,New York,115,2.0,4,3,73.0,7.85,4772.76,1951.77,8559.92,3498.28,F70291,Regular,cash,5,Patel,Win,
P5302,Amit,Male,32,Australia,Team E,Batsman,Football,M33862,Championship,2021-06-01,Team B,Arena 2,Berlin,55,0.0,4,2,46.0,8.28,2946.53,85.11,6289.4,4323.43,F25417,,upi,2,Patel,,Cloudy
P1308,Carlos,Female,35,UK,Team A,Batsman,Tennis,M62998,World Cup,2021-06-01,Team A,Court 4,London,37,9.0,2,0,67.0,6.67,2288.09,1098.7,3664.47,8872.29,F42864,VIP,Online,2,Brown,Draw,Windy
P2480,David,Female,41,South Africa,Team A,Defender,Tennis,M97295,Championship,2021-06-01,Team A,Stadium 1,Sydney,10,2.0,2,1,109.0,7.65,4795.86,347.42,1430.6,8355.44,F96973,VIP,cash,5,Smith,Win,Rainy
P1502,John,Male,33,Yustralia,Team D,Bowler,Football,M25986,World Cup,2021-06-02,Team C,Ground 3,London,106,3.0,1,1,34.0,8.11,4061.35,1361.14,3710.94,928.86,F92534,Regular,Online,2,Patel,Draw,
P4850,Liu,Other,17,Germany,Team A,Defender,Basketball,M43810,Friendly,2021-06-02,Team B,Court 4,London,41,9.0,1,2,37.0,4.01,2974.82,1422.72,7352.86,3778.63,F78390,VIP,Online,2,Brown,Xin,Sunny
P6443,Amit,Other,42,India,Team A,Goalkeeper,Cricket,M89706,League,2021-06-02,Team B,Arena 2,Sydney,18,7.0,3,0,15.0,6.23,1656.41,1131.96,3094.56,1374.39,F68815,VIP,Online,2,Brown,Draw,Sunny
P9168,John,Female,37,Germany,Team D,Batsman,Yasketball,M93125,Friendly,2021-06-03,Team B,Ground 3,Berlin,72,7.0,1,0,67.0,5.1,2063.9,1703.44,2347.38,2347.15,F95035,,upi,2,Lee,Draw,Cloudy
P4975,Liu,Male,42,UK,Team E,Batsman,Cricket,M36682,Championship,2021-06-03,Team A,Stadium 1,London,36,8.0,0,2,117.0,4.69,4876.64,1751.53,1655.96,7405.16,F87289,VVIP,upi,1,Smith,Lose,Cloudy
P5078,Priya,Female,37,Australia,Team D,Bowler,Tennis,M37799,Friendly,2021-06-03,Team A,Stadium 1,Sydney,25,1.0,2,2,31.0,5.67,4253.34,189.07,7178.93,9018.94,F63876,Regular,upi,5,Lee,Lose,Cloudy
P5298,Maria,Male,37,Germany,Team D,Defender,Basketball,M28788,Championship,2021-06-04,Team E,Arena 2,Berlin,11,3.0,1,1,61.0,1.74,2549.48,93.15,9615.4,9848.72,F75004,VVIP,cash,2,Lee,Win,Rainy
P2724,Sara,Female,35,Brazil,Team A,Defender,Football,M56973,League,2021-06-04,Team D,Court 4,Sydney,53,6.0,2,4,93.0,7.85,529.6,1212.04,2949.53,5029.84,F36020,VVIP,Online,5,Lee,Lose,Cloudy
P5044,John,Female,41,Brazil,Team D,Goalkeeper,Basketball,M13643,Championship,2021-06-04,Team E,Ground 3,Delhi,112,8.0,3,2,0.0,8.73,1782.86,1710.13,7259.85,2930.06,F22971,VIP,online,2,Lee,Win,Rainy
P6171,Amit,Female,25,UK,Team E,Defender,Basketball,M36841,League,2021-06-04,Team E,Court 4,Delhi,92,1.0,1,3,6.0,7.07,3964.81,884.13,8761.26,8687.37,F87711,Regular,upi,1,Patel,Draw,Rainy
P6989,Priya,Male,21,USA,Team A,Batsman,Tennis,M36531,World Cup,2021-06-04,Team E,Ground 3,London,53,1.0,2,4,,6.11,3019.65,886.23,2665.89,953.04,F60391,Regular,online,2,Brown,Draw,Windy
P1284,Carlos,Other,29,Brazil,Team C,Forward,Cricket,M90502,Friendly,2021-06-05,Team E,Stadium 1,Delhi,18,9.0,3,1,97.0,1.6,3286.96,1060.33,7923.19,1424.59,F73730,,online,4,Rahul,Draw,Windy
P9858,Sara,Male,35,USA,Team B,Defender,Tennis,M46586,League,2021-06-05,Team C,Arena 2,Berlin,117,1.0,2,2,12.0,8.56,1047.5,1834.69,7370.32,1780.99,F36217,VVIP,Online,3,Anderson,Draw,Windy
P9808,David,Male,33,Brazil,Team D,Goalkeeper,Football,M28684,Championship,2021-06-06,Team B,Court 4,Sydney,38,4.0,3,0,43.0,4.72,1954.45,1376.91,1836.42,2276.06,F31797,VVIP,online,4,Smith,,Windy
P5896,Priya,Other,26,India,Team B,Forward,Tennis,M94952,League,2021-06-06,Team A,Unspecified,Delhi,0,4.0,2,2,2.0,1.36,1025.16,216.35,6842.91,5767.34,F90261,Regular,Online,5,Smith,Lose,Rainy
P2864,John,Female,44,Australia,Team A,Bowler,Basketball,M75581,World Cup,2021-06-06,Team D,Stadium 1,London,124,1.0,4,0,85.0,9.31,1503.32,168.69,8136.02,4605.93,F74962,VIP,Online,4,Brown,Lose,Sunny
P2610,Priya,Female,25,South Africa,Team D,Batsman,Cricket,M56450,Championship,2021-06-06,Team A,Arena 2,Delhi,132,1.0,0,3,70.0,5.92,3577.18,1153.05,8370.35,9962.52,F54378,VVIP,Online,3,Brown,Lose,Windy
P2891,Maria,Male,36,UK,Team E,Forward,Basketball,M11338,Friendly,2021-06-07,Team A,Stadium 1,Delhi,1,0.0,2,4,30.0,9.87,4923.56,1620.05,5780.94,5336.72,F40006,VVIP,cash,1,Rahul,Lose,Rainy
P9133,Maria,Male,41,Germany,Team A,Goalkeeper,Football,M62222,Friendly,2021-06-07,Team E,Unspecified,Berlin,140,5.0,0,2,77.0,7.04,3411.77,993.33,4173.29,3805.13,F42194,VVIP,online,3,Brown,Win,Cloudy
P8240,Mike,Male,38,Brazil,Team E,Batsman,Cricket,M28855,Friendly,2021-06-07,Team D,Ground 3,New York,77,7.0,3,1,48.0,1.23,3612.23,1509.08,7610.82,8912.93,F56155,Regular,upi,5,Brown,Draw,Cloudy
P9962,Mike,,37,South Africa,Team C,Bowler,Basketball,M73643,World Cup,2021-06-07,Team E,Ground 3,New York,88,3.0,2,3,68.0,1.06,4792.57,369.77,2728.21,2044.76,F38831,VIP,Online,2,Smith,Lose,Cloudy
P8728,Carlos,Female,17,India,Team E,Batsman,Basketball,M57354,Friendly,2021-06-08,Team D,Arena 2,Sydney,130,3.0,0,1,23.0,3.16,1943.85,189.1,6483.22,2940.73,F79959,,Online,2,Brown,Lose,Windy
P9843,David,Female,44,Germany,Team D,Bowler,Basketball,M61957,Friendly,2021-06-08,Team B,Ground 3,London,126,9.0,4,3,67.0,4.45,1312.14,1936.19,3157.38,273.33,F80314,VVIP,Online,5,Patel,Win,Sunny
P5885,Priya,Male,42,Brazil,Team D,Bowler,Football,M71584,Championship,2021-06-08,Team E,Stadium 1,Berlin,18,8.0,4,1,102.0,3.65,4336.16,724.21,8582.33,3439.54,F73661,VIP,upi,2,Smith,Draw,Sunny
P8069,Maria,Female,23,India,Team D,Batsman,Cricket,M63005,League,2021-06-08,Team D,Stadium 1,Berlin,119,4.0,0,4,82.0,7.6,2962.15,604.81,8856.46,3346.45,F95112,VIP,online,3,Patel,Lose,Rainy
P1406,John,Male,15,south africa,Team E,Goalkeeper,Tennis,M28407,Friendly,2021-06-09,Team D,Court 4,Berlin,35,8.0,3,1,,5.8,3521.99,450.46,6387.03,2465.0,F79626,VIP,online,4,Anderson,Draw,Rainy
P9436,David,Female,31,Brazil,Team A,Bowler,Basketball,M37070,Championship,2021-06-09,Team C,Stadium 1,London,67,3.0,4,0,119.0,4.37,3102.29,1933.83,8215.92,5932.16,F40354,,cash,3,Smith,Draw,Rainy
P5005,Liu,Other,38,India,Team E,Bowler,Football,M42601,World Cup,2021-06-09,Team B,Court 4,Delhi,54,1.0,3,4,67.0,3.84,2537.95,1665.83,5687.0,845.94,F40886,VVIP,online,1,Smith,Draw,Windy
P8451,Priya,Male,40,Brazil,Team A,Forward,Cricket,M49472,Championship,2021-06-09,Team A,Stadium 1,Sydney,123,7.0,4,1,100.0,5.15,2988.77,838.2,4234.8,9124.77,F53713,VIP,cash,5,Anderson,,Cloudy
P8843,Mike,Male,35,Brazil,Team C,Defender,Basketball,M92783,World Cup,2021-06-09,Team E,Arena 2,London,66,1.0,1,0,108.0,9.87,4159.71,1655.56,5589.48,9157.91,F44897,VVIP,online,3,Smith,Lose,
P6764,Mike,Other,15,Brazil,Team A,Bowler,Tennis,M19324,League,2021-06-09,Team E,Arena 2,Delhi,133,7.0,0,4,44.0,6.18,2137.44,465.53,5815.1,5862.35,F61667,Regular,cash,4,Lee,Lose,Cloudy
P4537,Sara,Female,15,Germany,Team C,Bowler,Football,M28895,League,2021-06-10,Team D,Court 4,London,117,8.0,3,3,43.0,9.45,4466.83,1661.2,7401.48,8940.44,F53805,VIP,Online,5,Smith,Lose,
P2741,Mike,Zale,34,UK,Team B,Goalkeeper,Cricket,M31199,Friendly,2021-06-10,Team E,Court 4,New York,134,5.0,0,0,52.0,1.24,897.25,1239.38,6262.59,4158.8,F68607,VIP,upi,1,Smith,Win,
P3727,John,Male,42,South Africa,Team B,Goalkeeper,Basketball,M38292,World Cup,2021-06-10,Team A,Ground 3,Berlin,147,8.0,2,4,68.0,3.67,3135.16,799.44,7533.84,9268.15,F69771,VVIP,cash,1,Smith,Win,
P5213,John,Female,20,Brazil,Team E,Defender,Tennis,M23318,Championship,2021-06-10,Team B,Court 4,Delhi,29,7.0,4,0,24.0,9.44,1570.94,1139.6,8850.33,2064.24,F75038,Regular,Online,3,Patel,Draw,Sunny
P9106,Maria,Female,27,AUSTRALIA,Team C,Goalkeeper,Football,M61626,Friendly,2021-06-10,Team B,Arena 2,Berlin,13,7.0,0,2,89.0,9.44,2893.7,787.89,1651.82,2270.39,F65184,VVIP,Online,4,Rahul,Draw,Cloudy
P2577,Carlos,Male,42,Australia,Team A,Bowler,Cricket,M70668,Friendly,2021-06-10,Team A,Stadium 1,London,67,9.0,0,3,74.0,9.72,3829.82,1542.56,4664.64,273.46,F84212,VVIP,Online,5,Anderson,Lose,Cloudy
P3828,Carlos,Female,30,South Africa,Team D,Goalkeeper,Cricket,M12149,League,2021-06-10,Team B,Court 4,Sydney,104,4.0,2,0,48.0,9.28,519.89,377.96,3136.87,5225.64,F68482,Regular,cash,2,Smith,Lose,Cloudy
P2875,David,Male,23,Australia,Team C,Bowler,Basketball,M47024,Friendly,2021-06-11,Team E,Court 4,Delhi,30,5.0,2,2,28.0,3.92,1861.01,1044.63,9699.85,3233.7,F36401,Regular,cash,1,Brown,Lose,
P4367,Liu,Female,38,South Africa,Team C,Goalkeeper,Cricket,M93992,World Cup,2021-06-11,Team D,Stadium 1,Berlin,109,9.0,4,1,17.0,1.39,2504.32,1874.85,7348.13,2817.89,F75072,Regular,cash,4,Brown,Lose,Cloudy
P6649,Carlos,Other,41,USA,Team E,Bowler,Basketball,M63718,Championship,2021-06-11,Team C,Arena 2,Sydney,87,3.0,3,3,51.0,9.21,2820.35,1417.3,6689.64,7593.7,F40637,VVIP,online,5,Brown,Draw,Windy
P9980,Mike,Male,20,UK,Team A,Bowler,Basketball,M81936,League,2021-06-12,Team C,Ground 3,Delhi,39,0.0,3,1,56.0,3.63,4970.27,216.82,2745.06,795.86,F38613,Regular,upi,1,Lee,Draw,Rainy
P7299,John,Male,19,Australia,Team A,Forward,Tennis,M42144,Friendly,2021-06-12,Team D,Arena 2,London,70,,4,2,62.0,2.09,3241.29,563.67,7955.08,1542.86,F52438,VIP,upi,5,Rahul,Draw,Windy
P2087,Sara,Yemale,29,Germany,Team B,Goalkeeper,Football,M51133,Friendly,2021-06-12,Team B,Ground 3,Berlin,70,5.0,4,1,67.0,6.89,2497.7,277.16,1085.74,5470.45,F31355,VVIP,cash,4,Rahul,Win,Windy
P4548,Sara,Other,42,UK,Team C,Bowler,Tennis,M20241,League,2021-06-12,Team E,Court 4,Sydney,132,8.0,0,0,18.0,9.58,2744.34,1196.73,9357.57,4021.83,F88221,VVIP,cash,2,Anderson,Win,Sunny
P1911,Mike,Other,43,Australia,Team C,Forward,Football,M46805,Friendly,2021-06-12,Team A,Ground 3,Berlin,62,3.0,1,3,77.0,3.13,3748.84,1539.68,5186.55,1944.39,F90249,VVIP,upi,3,Lee,Win,Cloudy
P8999,John,Other,40,UK,Team A,Defender,Basketball,M56515,League,2021-06-12,Team B,Stadium 1,Berlin,78,6.0,1,0,39.0,3.32,859.64,1340.41,3773.31,9270.92,F14204,VVIP,cash,4,Anderson,Win,Windy
P5477,Priya,Other,29,India,Team A,Forward,Tennis,M18593,League,2021-06-13,Team C,Arena 2,Sydney,100,6.0,3,3,15.0,4.77,4287.13,1096.23,2519.97,4770.08,F91233,VIP,Online,5,Lee,Win,Cloudy
P7450,David,Other,27,Brazil,Team D,Batsman,Football,M39731,Championship,2021-06-13,Team D,Unspecified,London,36,1.0,1,0,116.0,6.15,857.7,1240.57,1424.91,1322.84,F85088,VVIP,cash,2,Brown,Win,Cloudy
P8972,David,Other,37,Brazil,Team A,Bowler,Tennis,M63805,Friendly,2021-06-13,Team E,Stadium 1,London,19,9.0,3,2,9.0,7.02,4374.02,850.88,3057.44,1054.04,F51200,VVIP,cash,4,Smith,Win,Windy
P4972,Priya,Female,30,Germany,Team D,Bowler,Football,M36066,Championship,2021-06-13,Team A,Court 4,Sydney,71,5.0,2,0,119.0,1.3,1848.67,1372.05,7566.89,3509.59,F41579,VIP,upi,3,Rahul,Lose,Sunny
P2981,Mike,Other,35,UK,Team B,Forward,Cricket,M10523,Championship,2021-06-14,Team E,Court 4,Berlin,148,8.0,1,1,1.0,5.17,2604.19,1176.81,1569.7,505.21,F95256,Regular,upi,4,Rahul,Lose,Sunny
P8777,Maria,Male,37,UK,Team A,Forward,Tennis,M90773,Friendly,2021-06-14,Team E,Arena 2,Sydney,53,5.0,0,2,71.0,1.84,2373.09,506.31,2346.0,204.23,F52277,Regular,online,4,Anderson,Draw,Windy
P8900,Sara,Other,44,USA,Team A,Forward,Basketball,M35177,Championship,2021-06-14,Team D,Ground 3,London,118,1.0,2,4,98.0,3.46,3692.22,1155.37,5999.05,2175.93,F55796,Regular,cash,1,Anderson,Draw,Cloudy
P8113,Carlos,Male,29,India,Team E,Bowler,Basketball,M65915,Championship,2021-06-14,Team D,Stadium 1,Delhi,89,,4,1,18.0,8.6,3963.95,1093.29,4897.46,6971.69,F85380,VIP,Online,2,Lee,Lose,Rainy
P6842,Sara,Male,43,Brazil,Team D,Forward,Cricket,M25780,World Cup,2021-06-14,Team E,Court 4,New York,129,7.0,4,4,67.0,6.65,3886.48,620.17,3481.88,7778.09,F34641,VIP,cash,2,Lee,Win,Rainy
P9222,David,Other,22,Zustralia,Team C,Bowler,Cricket,M71680,Friendly,2021-06-15,Team A,Arena 2,Sydney,103,0.0,3,0,16.0,5.82,3228.38,1389.78,4819.26,6756.01,F64506,Regular,Online,3,Brown,Draw,Windy
P2626,John,Zemale,43,UK,Team B,Defender,Cricket,M21206,Championship,2021-06-15,Team E,Arena 2,Sydney,129,6.0,4,1,15.0,6.84,2014.23,529.23,6318.93,287.76,F36543,Regular,online,2,Smith,Win,Rainy
